stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Jeffrey M. Ivanson\Documents\sem4\i2p_project\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.10967] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10969] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10971] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10973] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10975] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10977] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10978] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10980] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10982] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.10984] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10986] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.10988] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10990] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10992] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10993] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10995] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.10997] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.10999] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11001] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11003] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11004] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11007] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11008] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11010] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11012] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11014] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11016] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11018] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11020] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11022] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11023] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11025] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11027] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11029] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11031] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11033] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11034] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11036] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11038] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11040] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11042] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11044] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11046] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11048] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11049] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11051] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11056] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11058] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11060] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11062] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11064] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11066] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11068] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11070] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11072] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11074] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11075] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11077] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11079] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11081] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11083] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11085] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11087] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11089] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11090] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11092] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11094] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11096] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11098] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11100] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11102] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11104] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11105] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11107] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11109] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11111] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11113] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11115] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11116] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11118] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.11124] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.11152] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.11158] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.16208] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.23823] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.23831] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.23837] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.23848] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.23853] Returning d3d_display: 000000000105b050
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.23855] al_display=000000000105b050
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.23857] al_display->vt=000000000105aee0
system   D            wsystem.c:874  _al_win_safe_load_library        [   0.23896] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:780  load_library_at_path             [   0.23901] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:783  load_library_at_path             [   0.23986] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.23994] Module "d3dx9_43.dll" loaded.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.24005] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.24051] Font assets/font/pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.24055]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.24058] added dtor for ttf_font 0000000002825550, func 00007ff86d124c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.24062] opening assets/sound/menu.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   1.15247] added dtor for sample 0000000002825af0, func 00007ff86d131a1d
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   1.15262] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   1.15265] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   1.15267] added dtor for voice 0000000002834480, func 00007ff86d135024
dtor     D               dtor.c:196  _al_register_destructor          [   1.15270] added dtor for mixer 0000000002832ed0, func 00007ff86d1304dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   1.15273] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   1.15274] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   1.15587] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   1.15594] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   1.15603] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   1.15606] added dtor for sample_instance 0000000002833110, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15609] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15611] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15613] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15615] added dtor for sample_instance 0000000002833230, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15617] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15619] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15621] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15623] added dtor for sample_instance 00000000028333a0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15635] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15638] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15639] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15641] added dtor for sample_instance 00000000028334c0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15643] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15645] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15646] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15648] added dtor for sample_instance 0000000002833670, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15650] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15652] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15654] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15655] added dtor for sample_instance 0000000002833790, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15657] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15659] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15661] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15662] added dtor for sample_instance 00000000028338b0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15664] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15666] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15668] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15670] added dtor for sample_instance 00000000028339d0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15673] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15676] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15679] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15681] added dtor for sample_instance 0000000002833c00, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15683] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15684] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15686] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15688] added dtor for sample_instance 0000000002833d20, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15690] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15691] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15693] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15695] added dtor for sample_instance 0000000002840960, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15697] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15698] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15700] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15702] added dtor for sample_instance 0000000002840a80, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15704] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15706] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15708] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15710] added dtor for sample_instance 0000000002840e30, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15712] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15714] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15716] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15719] added dtor for sample_instance 0000000002841190, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15722] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15725] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15727] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15728] added dtor for sample_instance 0000000002840d10, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15730] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15732] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15734] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15735] added dtor for sample_instance 00000000028412b0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15737] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15739] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15741] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15742] added dtor for sample_instance 0000000002840f50, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15744] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15746] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15748] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15750] added dtor for sample_instance 00000000028413d0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15751] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15753] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15755] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15757] added dtor for sample_instance 0000000002840bf0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15758] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15760] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15762] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15763] added dtor for sample_instance 00000000028414f0, func 00007ff86d12929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.15765] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15767] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.15769] 
dtor     D               dtor.c:196  _al_register_destructor          [   1.15770] added dtor for sample_instance 0000000002841610, func 00007ff86d12929b
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   1.15773] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   1.15775] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   1.25876] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   1.25884] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   1.25886] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   1.25888] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   1.25891] Voice stopped
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   1.25893] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   1.25895] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   1.25906] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   1.25909] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   1.25917] Voice started
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.25919] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.25922]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.25924]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   1.25925] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.25927]  0.070711 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   1.25929]  0.000000 0.070711
dtor     D               dtor.c:196  _al_register_destructor          [   1.25932] added dtor for queue 0000000002834940, func 00007ff86d02c5dc
dtor     D               dtor.c:196  _al_register_destructor          [   1.26352] added dtor for timer 0000000002845dd0, func 00007ff86d03fb3b
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.26366] opening assets/image/icon.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.26390] opening assets/image/icon.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26419] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26421] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26423] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26424] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26426] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26428] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.26429] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.26431] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.26433] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.26435] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.26480] added dtor for bitmap 0000000002838710, func 00007ff86d001bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26737] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26742] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26744] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26745] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26747] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26749] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26751] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26753] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.26755] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.26756] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.26760] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.26762] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.26763] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.26781] added dtor for bitmap 0000000002836a40, func 00007ff86d001bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.27189] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.27195] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.27654] removed dtor for bitmap 0000000002836a40
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27811] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27817] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27821] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27823] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27826] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27828] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27830] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.27831] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.27833] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.27835] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.27837] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.27839] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.27856] added dtor for bitmap 0000000002838510, func 00007ff86d001bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.28937] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.28944] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   1.29412] removed dtor for bitmap 0000000002838510
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29812] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29816] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29819] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29820] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29822] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29824] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29825] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29827] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   1.29829] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   1.29831] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   1.29833] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   1.29835] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   1.29837] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   1.29865] Glyph 53: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.29869] Locking glyph region: 00000000028495e0 0 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.29888] Unlocking page: 00000000028495e0
font     D                ttf.c:243  alloc_glyph_region               [   1.29948] Glyph 86: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   1.29952] Locking glyph region: 00000000028495e0 16 0 16 12
font     D                ttf.c:167  unlock_current_page              [   1.29963] Unlocking page: 00000000028495e0
